frame,label
565,fall
566,fall
567,fall
568,fall
569,fall
570,fall
571,fall
572,fall
573,fall
574,fall
575,fall
576,fall
577,fall
578,fall
579,fall
580,fall
581,fall
582,fall
583,fall
584,fall
585,fall
586,fall
587,fall
588,fall
589,fall
590,fall
591,fall
592,fall
593,fall
594,fall
595,fall
596,fall
597,fall
598,fall
599,fall
600,fall
601,fall
602,fall
603,fall
604,fall
605,fall
606,fall
607,fall
608,fall
609,fall
610,fall
611,fall
612,fall
613,fall
614,fall
615,fall
616,fall
617,fall
618,fall
619,fall
620,fall
621,not_fall
622,not_fall
623,not_fall
624,not_fall
625,not_fall
626,not_fall
627,not_fall
628,not_fall
629,not_fall
630,not_fall
631,not_fall
632,not_fall
633,not_fall
634,not_fall
635,not_fall
636,not_fall
637,not_fall
638,not_fall
639,not_fall
640,not_fall
641,not_fall
642,not_fall
643,not_fall
644,not_fall
645,not_fall
646,not_fall
647,not_fall
648,not_fall
649,not_fall
650,not_fall
651,not_fall
652,not_fall
653,not_fall
654,not_fall
655,not_fall
656,not_fall
657,not_fall
658,not_fall
659,not_fall
660,not_fall
661,not_fall
662,not_fall
663,not_fall
664,not_fall
665,not_fall
666,not_fall
667,not_fall
668,not_fall
669,not_fall
670,not_fall
671,not_fall
672,not_fall
673,not_fall
674,not_fall
675,not_fall
676,not_fall
677,not_fall
678,not_fall
679,not_fall
680,not_fall
681,not_fall
682,not_fall
683,not_fall
684,not_fall
685,not_fall
686,not_fall
687,not_fall
688,not_fall
689,not_fall
690,not_fall
691,not_fall
692,not_fall
693,not_fall
694,not_fall
695,not_fall
696,not_fall
697,not_fall
698,not_fall
699,not_fall
700,not_fall
701,not_fall
702,not_fall
703,not_fall
704,not_fall
705,not_fall
706,not_fall
707,not_fall
708,not_fall
709,not_fall
710,not_fall
711,not_fall
712,not_fall
713,not_fall
714,not_fall
715,not_fall
716,not_fall
717,not_fall
718,not_fall
719,not_fall
720,not_fall
721,not_fall
722,not_fall
723,not_fall
724,not_fall
725,not_fall
726,not_fall
727,not_fall
728,not_fall
729,not_fall
730,not_fall
731,not_fall
732,not_fall
733,not_fall
734,not_fall
735,not_fall
736,not_fall
737,not_fall
738,not_fall
739,not_fall
740,not_fall
741,not_fall
742,not_fall
743,not_fall
744,not_fall
745,not_fall
746,not_fall
747,not_fall
748,not_fall
749,not_fall
750,not_fall
751,not_fall
752,not_fall
753,not_fall
754,not_fall
755,not_fall
756,not_fall
757,not_fall
758,not_fall
759,not_fall
760,not_fall
761,not_fall
762,not_fall
763,not_fall
764,not_fall
765,not_fall
766,not_fall
767,not_fall
768,not_fall
769,not_fall
770,not_fall
771,not_fall
772,not_fall
773,not_fall
774,not_fall
775,not_fall
776,not_fall
777,not_fall
778,not_fall
779,not_fall
780,not_fall
781,not_fall
782,not_fall
783,not_fall
784,not_fall
785,not_fall
786,not_fall
787,not_fall
788,not_fall
789,not_fall
790,not_fall
791,not_fall
792,not_fall
793,not_fall
794,not_fall
795,not_fall
796,not_fall
797,not_fall
798,not_fall
799,not_fall
800,not_fall
801,not_fall
802,not_fall
803,not_fall
804,not_fall
805,not_fall
806,not_fall
807,not_fall
808,not_fall
809,not_fall
810,not_fall
811,not_fall
812,not_fall
813,not_fall
814,not_fall
815,not_fall
816,not_fall
817,not_fall
818,not_fall
819,not_fall
820,not_fall
